subjID,exptPart,trialNumber,roleCurrent,marblesSampled,probabilityRed,drawnRed,reportedDrawn,compLie,compUnifLie,compDetect,callBS,playerTrialScore,oppTrialScore,playerTotalScore,oppTotalScore,waitTime,responseTime,catchQuestion,catchKey,catchResponse,catchResponseTime,pseudoRound,trialTime
sona-27984,trial,31,bullshitDetector,10,0.5,3,3,4,False,-1,True,-2,7,108,112,6997.7023412692,2852,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11478
sona-27984,trial,32,bullshitter,10,0.5,4,4,-1,False,0.5,True,6,-1,114,111,2999.6511896073,2078,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10599
sona-27984,trial,33,bullshitDetector,10,0.5,7,7,7,False,-1,False,7,3,121,114,5182.6181786316,3816,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11583
sona-27984,trial,34,bullshitter,10,0.5,4,4,-1,False,0.5,True,6,-1,127,113,2893.1889462474,2176,How many red marbles did your opponent report drawing?,-1,-1,-1,False,8699
sona-27984,trial,35,bullshitDetector,10,0.5,7,7,-1,True,0.5,True,2,3,129,116,5169.7236413046,2056,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9355
sona-27984,trial,36,bullshitter,10,0.5,9,9,-1,False,-0.1220703125,False,1,9,130,125,2214.7059891043,6020,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12063
sona-27984,trial,37,bullshitDetector,10,0.5,5,4,-1,False,-0.1220703125,True,5,-5,135,120,6463.4505865263,4809,How many red marbles did your opponent report drawing?,-1,-1,-1,True,12921
sona-27984,trial,38,bullshitter,10,0.5,8,8,-1,False,-0.1123046875,False,2,8,137,128,2875.9179949967,2590,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9319
sona-27984,trial,39,bullshitDetector,10,0.5,6,5,5,False,-1,False,5,5,142,133,5457.1012311452,1341,How many red marbles did your opponent report drawing?,-1,-1,-1,False,7931
sona-27984,trial,40,bullshitter,10,0.5,4,5,-1,False,0.25390625,False,5,5,147,138,2842.1702230089,4128,How many red marbles did you actually draw?,4,6,2972,False,19140
sona-27984,trial,41,bullshitDetector,10,0.5,8,6,-1,False,0.25390625,False,6,4,153,142,5252.3209200123,2114,How many red marbles did you actually draw?,-1,-1,-1,True,8588
sona-27984,trial,42,bullshitter,10,0.5,4,4,-1,False,0.5,True,6,-1,159,141,2526.5064988204,5081,How many red marbles did you actually draw?,-1,-1,-1,True,-18978
sona-27984,trial,43,bullshitDetector,10,0.5,6,3,3,False,-1,False,3,7,162,148,5725.6462678319,2376,How many red marbles did you actually draw?,-1,-1,-1,False,9437
sona-27984,trial,44,bullshitter,10,0.5,5,5,-1,False,0.25390625,True,5,0,167,148,2325.1347535825,2009,How many red marbles did you actually draw?,5,5,2575,False,10711
sona-27984,trial,45,bullshitDetector,10,0.5,6,7,-1,False,0.25390625,False,7,3,174,151,5188.3657616802,4589,How many red marbles did you actually draw?,-1,-1,-1,True,11706
sona-27984,trial,46,bullshitter,10,0.5,0,0,-1,False,0.8759765625,True,10,-5,184,146,3017.2921316919,5713,How many red marbles did you actually draw?,-1,-1,-1,True,12856
sona-27984,trial,47,bullshitDetector,10,0.5,5,5,7,False,-1,False,5,5,189,151,5373.2233457678,1941,How many red marbles did you actually draw?,-1,-1,-1,False,8874
sona-27984,trial,48,bullshitter,10,0.5,9,9,-1,False,-0.1220703125,False,1,9,190,160,2428.7808132349,3111,How many red marbles did you actually draw?,-1,-1,-1,True,9965
sona-27984,trial,49,bullshitDetector,10,0.5,3,3,8,False,-1,False,3,7,193,167,5368.0033790794,2261,How many red marbles did you actually draw?,-1,-1,-1,False,9359
sona-27984,trial,50,bullshitter,10,0.5,7,7,-1,False,-0.068359375,False,3,7,196,174,2143.647151068,11324,How many red marbles did you actually draw?,-1,-1,-1,False,18088
sona-27984,trial,51,bullshitDetector,10,0.5,7,3,-1,False,-0.068359375,True,5,-5,201,169,6102.6096206588,1923,How many red marbles did you actually draw?,-1,-1,-1,True,9141
sona-27984,trial,52,bullshitter,10,0.5,5,3,-1,False,0.705078125,True,-5,5,196,174,2231.089325089,5079,How many red marbles did you actually draw?,-1,-1,-1,False,11785
sona-27984,trial,53,bullshitDetector,10,0.5,5,5,6,False,-1,False,5,5,201,179,6233.0486281335,2864,How many red marbles did you actually draw?,-1,-1,-1,False,10106
sona-27984,trial,54,bullshitter,10,0.5,1,1,-1,False,0.8662109375,True,9,-4,210,175,3162.4482123602,4241,How many red marbles did you actually draw?,-1,-1,-1,True,11892
sona-27984,trial,55,bullshitDetector,10,0.5,4,3,3,False,-1,True,5,-5,215,170,5393.4589783004,7359,How many red marbles did your opponent report drawing?,3,7,10274,False,28405
sona-27984,trial,56,bullshitter,10,0.5,2,2,-1,False,0.822265625,True,8,-3,223,167,2271.2403674013,2647,How many red marbles did your opponent report drawing?,-1,-1,-1,False,8790
sona-27984,trial,57,bullshitDetector,10,0.5,3,2,-1,True,0.822265625,False,2,8,225,175,6871.9340192997,8486,How many red marbles did your opponent report drawing?,-1,-1,-1,False,16373
sona-27984,trial,58,bullshitter,10,0.5,6,5,-1,False,0.25390625,True,-5,5,220,180,2429.5596950066,9386,How many red marbles did your opponent report drawing?,-1,-1,-1,False,15391
sona-27984,trial,59,bullshitDetector,10,0.5,5,8,-1,False,0.25390625,False,8,2,228,182,5884.9655815975,3262,How many red marbles did your opponent report drawing?,-1,-1,-1,True,10584
sona-27984,trial,60,bullshitter,10,0.5,7,6,-1,False,0.048828125,False,4,6,232,188,2876.0003026638,3935,How many red marbles did your opponent report drawing?,-1,-1,-1,True,11660
sona-27984,trial,61,bullshitDetector,10,0.5,6,4,4,False,-1,True,5,-5,237,183,6792.1946531718,3495,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11372
sona-27984,trial,62,bullshitter,10,0.5,5,5,-1,False,0.25390625,False,5,5,242,188,3198.0031463465,4201,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11160
sona-27984,trial,63,bullshitDetector,10,0.5,7,5,5,False,-1,False,5,5,247,193,6730.9382141679,2442,How many red marbles did your opponent report drawing?,5,5,3107,False,13557
sona-27984,trial,64,bullshitter,10,0.5,8,5,-1,False,0.25390625,False,5,5,252,198,2298.8971823314,5407,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11191
sona-27984,trial,65,bullshitDetector,10,0.5,3,3,5,False,-1,True,-2,7,250,205,7370.5756712401,3489,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13755
sona-27984,trial,66,bullshitter,10,0.5,4,4,-1,False,0.5,True,6,-1,256,204,2962.1825610639,2590,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9367
sona-27984,trial,67,bullshitDetector,10,0.5,4,3,3,False,-1,True,5,-5,261,199,6677.6594034109,2421,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10642
sona-27984,trial,68,bullshitter,10,0.5,5,3,-1,False,0.705078125,True,-5,5,256,204,2498.9822355468,3575,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10280
sona-27984,trial,69,bullshitDetector,10,0.5,5,5,8,False,-1,False,5,5,261,209,5956.805453801,1355,How many red marbles did your opponent report drawing?,-1,-1,-1,False,8443
sona-27984,trial,70,bullshitter,10,0.5,10,10,-1,False,-0.123046875,False,0,10,261,219,3184.4516745818,11900,How many red marbles did your opponent report drawing?,-1,-1,-1,True,20455
sona-27984,trial,71,bullshitDetector,10,0.5,5,10,-1,False,-0.123046875,False,10,0,271,219,7251.090807642,5480,How many red marbles did your opponent report drawing?,-1,-1,-1,True,13823
sona-27984,trial,72,bullshitter,10,0.5,4,4,-1,False,0.5,False,6,4,277,223,2849.3881906485,3264,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11241
sona-27984,trial,73,bullshitDetector,10,0.5,5,0,-1,False,0.5,True,5,-5,282,218,7237.7310932355,2945,How many red marbles did your opponent report drawing?,0,10,4386,True,19415
sona-27984,trial,74,bullshitter,10,0.5,8,4,-1,False,0.5,True,-5,5,277,223,2152.2665294757,4096,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10976
sona-27984,trial,75,bullshitDetector,10,0.5,7,6,6,False,-1,False,6,4,283,227,5185.3515992236,1996,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9078
sona-27984,trial,76,bullshitter,10,0.5,4,4,-1,False,0.5,True,6,-1,289,226,2615.5932725414,2907,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9455
sona-27984,trial,77,bullshitDetector,10,0.5,3,3,8,False,-1,False,3,7,292,233,5405.023794369,2446,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10824
sona-27984,trial,78,bullshitter,10,0.5,4,4,-1,False,0.5,False,6,4,298,237,2355.2884925538,2273,How many red marbles did your opponent report drawing?,-1,-1,-1,False,8829
sona-27984,trial,79,bullshitDetector,10,0.5,7,1,-1,False,0.5,False,1,9,299,246,5142.7281982133,2174,How many red marbles did your opponent report drawing?,-1,-1,-1,True,8313
sona-27984,trial,80,bullshitter,10,0.5,3,3,-1,False,0.705078125,True,7,-2,306,244,2216.4003025063,2696,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9933
sona-27984,trial,81,bullshitDetector,10,0.5,7,6,6,False,-1,False,6,4,312,248,5671.3686717402,3152,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9989
sona-27984,trial,82,bullshitter,10,0.5,3,3,-1,False,0.705078125,False,7,3,319,251,2904.559349848,3396,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9699
sona-27984,trial,83,bullshitDetector,10,0.5,2,5,-1,True,0.705078125,False,5,5,324,256,5260.7924479543,1109,How many red marbles did your opponent report drawing?,-1,-1,-1,False,7900
sona-27984,trial,84,bullshitter,10,0.5,6,4,-1,False,0.5,False,6,4,330,260,2425.7134072812,4876,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12749
sona-27984,trial,85,bullshitDetector,10,0.5,5,5,7,False,-1,False,5,5,335,265,5130.4909995252,2675,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10001
sona-27984,trial,86,bullshitter,10,0.5,8,4,-1,False,0.5,False,6,4,341,269,2294.368964625,3315,How many red marbles did your opponent report drawing?,-1,-1,-1,True,11270
sona-27984,trial,87,bullshitDetector,10,0.5,4,9,-1,False,0.5,False,9,1,350,270,6111.3882339322,2733,How many red marbles did your opponent report drawing?,-1,-1,-1,True,9851
sona-27984,trial,88,bullshitter,10,0.5,6,5,-1,False,0.25390625,False,5,5,355,275,2173.790992029,2061,How many red marbles did your opponent report drawing?,-1,-1,-1,False,7626
sona-27984,trial,89,bullshitDetector,10,0.5,5,6,-1,True,0.25390625,False,6,4,361,279,6461.655981552,3256,How many red marbles did your opponent report drawing?,6,6,3367,False,14383
sona-27984,trial,90,bullshitter,10,0.5,3,3,-1,False,0.705078125,True,7,-2,368,277,2065.4709000761,2115,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10002
sona-27984,trial,91,bullshitDetector,10,0.5,6,5,5,False,-1,True,5,-5,373,272,6954.1759044749,2552,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10422
sona-27984,trial,92,bullshitter,10,0.5,4,4,-1,False,0.5,True,6,-1,379,271,2326.4788369017,2549,How many red marbles did your opponent report drawing?,-1,-1,-1,False,8434
sona-27984,trial,93,bullshitDetector,10,0.5,3,3,6,False,-1,True,-2,7,377,278,6222.0178075518,2424,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9694
sona-27984,trial,94,bullshitter,10,0.5,5,5,-1,False,0.25390625,False,5,5,382,283,2691.8082579833,3834,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9820
sona-27984,trial,95,bullshitDetector,10,0.5,3,3,5,False,-1,False,3,7,385,290,5959.1335177986,1530,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9565
sona-27984,trial,96,bullshitter,10,0.5,4,4,-1,False,0.5,True,6,-1,391,289,2170.3533839684,3036,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9563
sona-27984,trial,97,bullshitDetector,10,0.5,3,3,4,False,-1,True,-2,7,389,296,5161.9960452742,1307,How many red marbles did your opponent report drawing?,-1,-1,-1,False,7375
sona-27984,trial,98,bullshitter,10,0.5,2,2,-1,False,0.822265625,True,8,-3,397,293,2126.8218104723,2011,How many red marbles did your opponent report drawing?,-1,-1,-1,False,7945
sona-27984,trial,99,bullshitDetector,10,0.5,2,10,-1,True,0.822265625,False,10,0,407,293,7292.6768155766,2402,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10668
sona-27984,trial,100,bullshitter,10,0.5,6,4,-1,False,0.5,False,6,4,413,297,2921.3184439869,4322,How many red marbles did you actually draw?,6,6,4046,False,20390
sona-30312,practice,1,bullshitter,10,0.2,0,1,-1,False,0.4463908352,False,9,1,9,1,2076.5997201102,14395,,-1,-1,-1,False,40240
sona-30312,practice,2,bullshitDetector,10,0.2,1,1,4,False,-1,True,-4,9,5,10,5299.9911833762,9314,How many red marbles did your opponent report drawing?,1,0,8612,False,29973
sona-30312,practice,3,bullshitter,10,0.2,0,0,-1,False,0.7148262912,False,10,0,15,10,2527.9439038343,3286,How many red marbles did your opponent report drawing?,-1,-1,-1,False,25690
sona-30312,practice,4,bullshitDetector,10,0.2,2,2,3,False,-1,True,-3,8,12,18,6613.2355190368,4993,How many red marbles did your opponent report drawing?,2,1,3498,False,21262
sona-30312,trial,1,bullshitDetector,10,0.2,0,4,3,False,-1,False,4,6,4,6,6172.4807876337,3076,How many red marbles did your opponent report drawing?,-1,-1,-1,True,12498
sona-30312,trial,2,bullshitter,10,0.2,2,3,-1,False,-0.056925644800002,False,7,3,11,9,2779.6495030961,3688,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13162
sona-30312,trial,3,bullshitDetector,10,0.2,2,2,3,False,-1,False,2,8,13,17,5990.8581607753,2779,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10516
sona-30312,trial,4,bullshitter,10,0.2,5,2,-1,False,0.1444009472,False,8,2,21,19,2553.3091044965,9965,How many red marbles did your opponent report drawing?,-1,-1,-1,False,18853
sona-30312,trial,5,bullshitDetector,10,0.2,0,0,2,False,-1,True,-5,10,16,29,7042.0902506208,3244,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13359
sona-30312,trial,6,bullshitter,10,0.2,3,2,-1,False,0.1444009472,False,8,2,24,31,2861.0775460811,3729,How many red marbles did your opponent report drawing?,-1,-1,-1,False,11784
sona-30312,trial,7,bullshitDetector,10,0.2,3,3,-1,False,0.1444009472,False,3,7,27,38,6583.0556552645,3192,How many red marbles did your opponent report drawing?,-1,-1,-1,True,12113
sona-30312,trial,8,bullshitter,10,0.2,1,1,-1,False,0.4463908352,True,9,-4,36,34,3052.7127515433,3969,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12231
sona-30312,trial,9,bullshitDetector,10,0.2,0,2,-1,False,0.4463908352,False,2,8,38,42,5804.2543815678,3473,How many red marbles did your opponent report drawing?,2,3,7408,True,22551
sona-30312,trial,10,bullshitter,10,0.2,2,3,-1,False,-0.056925644800002,False,7,3,45,45,2594.3223312005,4851,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13789
sona-30312,trial,11,bullshitDetector,10,0.2,3,6,-1,False,-0.056925644800002,False,6,4,51,49,6603.571930674,2723,How many red marbles did your opponent report drawing?,6,4,7639,True,23154
sona-30312,trial,12,bullshitter,10,0.2,2,3,-1,False,-0.056925644800002,False,7,3,58,52,2797.1015052726,3878,How many red marbles did your opponent report drawing?,-1,-1,-1,False,14466
sona-30312,trial,13,bullshitDetector,10,0.2,3,2,2,False,-1,False,2,8,60,60,7200.390446995,3393,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13383
sona-30312,trial,14,bullshitter,10,0.2,1,0,-1,False,0.7148262912,False,10,0,70,60,2154.0819787773,3508,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10932
sona-30312,trial,15,bullshitDetector,10,0.2,1,0,0,False,-1,True,5,-5,75,55,7231.8384772706,2930,How many red marbles did your opponent report drawing?,-1,-1,-1,False,13219
sona-30312,trial,16,bullshitter,10,0.2,2,1,-1,False,0.4463908352,False,9,1,84,56,3111.8523531611,3477,How many red marbles did your opponent report drawing?,-1,-1,-1,False,12707
sona-30312,trial,17,bullshitDetector,10,0.2,3,3,3,False,-1,False,3,7,87,63,5668.5897066609,2576,How many red marbles did your opponent report drawing?,-1,-1,-1,False,9961
sona-30312,trial,18,bullshitter,10,0.2,4,4,-1,False,-0.1450060288,False,6,4,93,67,2776.9580450161,9413,How many red marbles did your opponent report drawing?,-1,-1,-1,False,21178
sona-30312,trial,19,bullshitDetector,10,0.2,5,3,3,False,-1,False,3,7,96,74,6052.2676049193,2147,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10106
sona-30312,trial,20,bullshitter,10,0.2,2,3,-1,False,-0.056925644800002,False,7,3,103,77,2220.7431654946,7288,How many red marbles did your opponent report drawing?,-1,-1,-1,False,14966
sona-30312,trial,21,bullshitDetector,10,0.2,3,1,1,False,-1,False,1,9,104,86,6046.8750562497,2485,How many red marbles did your opponent report drawing?,-1,-1,-1,False,10368
sona-30312,trial,22,bullshitter,10,0.2,2,4,-1,False,-0.1450060288,False,6,4,110,90,2615.8469328443,3610,How many red marbles did your opponent report drawing?,-1,-1,-1,False,15316
sona-30312,trial,23,bullshitDetector,10,0.2,2,8,-1,False,-0.1450060288,True,5,-5,115,85,6082.2258369698,3094,How many red marbles did your opponent report drawing?,-1,-1,-1,True,11245
sona-30312,trial,24,bullshitter,10,0.2,2,3,-1,False,-0.056925644800002,False,7,3,122,88,2409.7320445143,6096,How many red marbles did you actually draw?,2,2,13264,True,28397
sona-30312,trial,25,bullshitDetector,10,0.2,0,1,-1,False,-0.056925644800002,False,1,9,123,97,5147.7319588881,3460,How many red marbles did you actually draw?,-1,-1,-1,True,16147
sona-30312,trial,26,bullshitter,10,0.2,4,2,-1,False,0.1444009472,False,8,2,131,99,2433.5364187466,5332,How many red marbles did you actually draw?,-1,-1,-1,True,14812
sona-30312,trial,27,bullshitDetector,10,0.2,4,2,2,False,-1,False,2,8,133,107,6589.4696374804,2981,How many red marbles did you actually draw?,-1,-1,-1,False,11298
sona-30312,trial,28,bullshitter,10,0.2,10,10,-1,False,-0.1777995264,False,0,10,133,117,2185.2609023983,8552,How many red marbles did you actually draw?,-1,-1,-1,True,15599
sona-30312,trial,29,bullshitDetector,10,0.2,2,0,0,False,-1,True,5,-5,138,112,5134.6970695999,5928,How many red marbles did you actually draw?,-1,-1,-1,False,13922
sona-30312,trial,30,bullshitter,10,0.2,4,3,-1,False,-0.056925644800002,False,7,3,145,115,2993.5024385088,5312,How many red marbles did you actually draw?,-1,-1,-1,False,13868
sona-30312,trial,31,bullshitDetector,10,0.2,2,9,-1,True,-0.056925644800002,True,5,-5,150,110,6559.9965356492,9423,How many red marbles did you actually draw?,-1,-1,-1,False,17650
sona-30312,trial,32,bullshitter,10,0.2,3,2,-1,False,0.1444009472,False,8,2,158,112,2922.3387227038,3388,How many red marbles did you actually draw?,-1,-1,-1,False,13554
sona-30312,trial,33,bullshitDetector,10,0.2,1,1,3,False,-1,False,1,9,159,121,7212.4161448853,3311,How many red marbles did you actually draw?,-1,-1,-1,False,12705
sona-30312,trial,34,bullshitter,10,0.2,3,2,-1,False,0.1444009472,False,8,2,167,123,2145.2780359803,4678,How many red marbles did you actually draw?,-1,-1,-1,False,19108
sona-30312,trial,35,bullshitDetector,10,0.2,2,2,2,False,-1,False,2,8,169,131,6573.1964033763,3627,How many red marbles did you actually draw?,-1,-1,-1,False,12888
sona-30312,trial,36,bullshitter,10,0.2,0,1,-1,False,0.4463908352,True,-5,5,164,136,2175.3031979614,3750,How many red marbles did you actually draw?,-1,-1,-1,True,17605
sona-30312,trial,37,bullshitDetector,10,0.2,4,1,1,False,-1,True,5,-5,169,131,7287.7148074313,4789,How many red marbles did you actually draw?,-1,-1,-1,False,14693
sona-30312,trial,38,bullshitter,10,0.2,2,4,-1,False,-0.1450060288,False,6,4,175,135,3185.029183346,3389,How many red marbles did you actually draw?,2,2,5214,False,19664
sona-30312,trial,39,bullshitDetector,10,0.2,3,0,0,False,-1,False,0,10,175,145,5654.4642252481,2891,How many red marbles did you actually draw?,-1,-1,-1,False,10712
sona-30312,trial,40,bullshitter,10,0.2,7,8,-1,False,-0.177795328,False,2,8,177,153,3201.011583285,6077,How many red marbles did you actually draw?,-1,-1,-1,True,16585
sona-30312,trial,41,bullshitDetector,10,0.2,2,5,-1,False,-0.177795328,True,5,-5,182,148,5312.5596809054,2756,How many red marbles did you actually draw?,-1,-1,-1,True,10026
sona-30312,trial,42,bullshitter,10,0.2,4,5,-1,False,-0.171430144,False,5,5,187,153,2933.929573816,4363,How many red marbles did you actually draw?,-1,-1,-1,False,12596
sona-30312,trial,43,bullshitDetector,10,0.2,2,2,2,False,-1,False,2,8,189,161,5412.0997354503,2600,How many red marbles did you actually draw?,-1,-1,-1,False,9722
sona-30312,trial,44,bullshitter,10,0.2,2,0,-1,False,0.7148262912,False,10,0,199,161,2688.6929938229,3288,How many red marbles did you actually draw?,-1,-1,-1,False,11539
sona-30312,trial,45,bullshitDetector,10,0.2,2,2,5,False,-1,True,-3,8,196,169,6208.1699933083,3149,How many red marbles did you actually draw?,-1,-1,-1,False,10732
sona-30312,trial,46,bullshitter,10,0.2,2,0,-1,False,0.7148262912,True,-5,5,191,174,2352.4197537056,3108,How many red marbles did you actually draw?,2,2,3510,False,14240
