"","subjID","exptPart","trialNumber","roleCurrent","marblesSampled","probabilityRed","drawnRed","reportedDrawn","compLie","compUnifLie","compDetect","callBS","playerTrialScore","oppTrialScore","playerTotalScore","oppTotalScore","waitTime","responseTime","catchQuestion","catchKey","catchResponse","catchResponseTime","pseudoRound","trialTime","expt"
"86","subj117","trial",86,"bullshitDetector",10,0.2,1,2,-1,FALSE,-0.1178209792,FALSE,8,2,331,314,6374.3529348201,17429,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,27466,"expt4"
"87","subj117","trial",87,"bullshitter",10,0.2,4,5,-1,FALSE,0.5,FALSE,5,5,336,319,2603.6433124825,4005,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,10805,"expt4"
"88","subj117","trial",88,"bullshitDetector",10,0.2,2,3,3,FALSE,-1,FALSE,7,3,343,322,5182.3553799371,1987,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,8408,"expt4"
"89","subj117","trial",89,"bullshitter",10,0.2,3,8,-1,FALSE,0.506365184,FALSE,8,2,351,324,2409.6600280649,4302,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,10919,"expt4"
"90","subj117","trial",90,"bullshitDetector",10,0.2,3,10,-1,TRUE,0.506365184,TRUE,5,-5,356,319,6292.4113805335,1391,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,9318,"expt4"
"91","subj117","trial",91,"bullshitter",10,0.2,1,1,-1,FALSE,-0.1178209792,FALSE,1,9,357,328,2498.513112735,2416,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,9597,"expt4"
"92","subj117","trial",92,"bullshitDetector",10,0.2,5,5,3,FALSE,-1,FALSE,5,5,362,333,5347.2648092909,1454,"How many red marbles did your opponent report drawing?",5,5,2679,FALSE,10579,"expt4"
"93","subj117","trial",93,"bullshitter",10,0.2,2,2,-1,FALSE,0.1841689088,FALSE,2,8,364,341,2567.2467046075,2760,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,10462,"expt4"
"94","subj117","trial",94,"bullshitDetector",10,0.2,1,2,2,FALSE,-1,FALSE,8,2,372,343,7359.3072504773,1678,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,16831,"expt4"
"95","subj117","trial",95,"bullshitter",10,0.2,8,8,-1,FALSE,0.506365184,FALSE,8,2,380,345,2206.1460008817,5093,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,12809,"expt4"
"96","subj117","trial",96,"bullshitDetector",10,0.2,2,2,1,FALSE,-1,TRUE,3,2,383,347,6394.3531880056,6253,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,16714,"expt4"
"97","subj117","trial",97,"bullshitter",10,0.2,2,2,-1,FALSE,0.1841689088,FALSE,2,8,385,355,3046.9063871942,2465,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,10100,"expt4"
"98","subj117","trial",98,"bullshitDetector",10,0.2,3,3,1,FALSE,-1,FALSE,7,3,392,358,7346.1693106813,1183,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,10752,"expt4"
"99","subj117","trial",99,"bullshitter",10,0.2,2,2,-1,FALSE,0.1841689088,FALSE,2,8,394,366,2147.952889355,3466,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,10388,"expt4"
"100","subj117","trial",100,"bullshitDetector",10,0.2,3,3,2,FALSE,-1,FALSE,7,3,401,369,5157.32821605,1700,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,8173,"expt4"
"101","subj078","trial",1,"bullshitDetector",10,0.2,5,5,0,FALSE,-1,TRUE,0,5,0,5,6824.0355141973,3829,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,12395,"expt4"
"102","subj078","trial",2,"bullshitter",10,0.2,3,3,-1,FALSE,0.3854955008,FALSE,3,7,3,12,2746.6059147284,4183,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,13083,"expt4"
"103","subj078","trial",3,"bullshitDetector",10,0.2,3,2,-1,FALSE,0.3854955008,TRUE,5,-5,8,7,6231.4840485141,1996,"How many red marbles did your opponent report drawing?",-1,-1,-1,TRUE,10335,"expt4"
"104","subj078","trial",4,"bullshitter",10,0.2,3,2,-1,FALSE,0.1841689088,FALSE,2,8,10,15,2609.5773209711,2867,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,11296,"expt4"
"105","subj078","trial",5,"bullshitDetector",10,0.2,2,2,0,FALSE,-1,FALSE,8,2,18,17,5266.6123351308,2799,"How many red marbles did your opponent report drawing?",-1,-1,-1,FALSE,10836,"expt4"
"106","subj078","trial",6,"bullshitter",10,0.2,3,4,-1,FALSE,0.4735758848,FALSE,4,6,22,23,2203.3271788234,3555,"How many red marbles did you actually draw?",3,3,5353,FALSE,16646,"expt4"
"107","subj078","trial",7,"bullshitDetector",10,0.2,1,2,2,FALSE,-1,FALSE,8,2,30,25,7394.8588840515,1594,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,12997,"expt4"
"108","subj078","trial",8,"bullshitter",10,0.2,1,1,-1,FALSE,-0.1178209792,FALSE,1,9,31,34,2515.5623915671,3237,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,15459,"expt4"
"109","subj078","trial",9,"bullshitDetector",10,0.2,1,3,3,FALSE,-1,FALSE,7,3,38,37,5542.6204940387,19773,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,27204,"expt4"
"110","subj078","trial",10,"bullshitter",10,0.2,1,1,-1,FALSE,-0.1178209792,FALSE,1,9,39,46,2505.5475960285,2523,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11529,"expt4"
"111","subj078","trial",11,"bullshitDetector",10,0.2,2,2,2,FALSE,-1,FALSE,8,2,47,48,5736.3971722453,4860,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,16082,"expt4"
"112","subj078","trial",12,"bullshitter",10,0.2,9,9,-1,FALSE,0.50636928,FALSE,9,1,56,49,2229.116687156,4488,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,25991,"expt4"
"113","subj078","trial",13,"bullshitDetector",10,0.2,3,3,-1,FALSE,0.50636928,TRUE,2,3,58,52,5352.7408431343,1998,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,27908,"expt4"
"114","subj078","trial",14,"bullshitter",10,0.2,1,2,-1,FALSE,0.1841689088,FALSE,2,8,60,60,2357.1009379509,2920,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10067,"expt4"
"115","subj078","trial",15,"bullshitDetector",10,0.2,2,7,-1,FALSE,0.1841689088,TRUE,5,-5,65,55,5928.8412173086,1946,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,10882,"expt4"
"116","subj078","trial",16,"bullshitter",10,0.2,1,3,-1,FALSE,0.3854955008,TRUE,-5,5,60,60,2740.8600394842,3034,"How many red marbles did you actually draw?",1,1,4197,FALSE,30987,"expt4"
"117","subj078","trial",17,"bullshitDetector",10,0.2,2,3,3,FALSE,-1,FALSE,7,3,67,63,5833.4043273296,7928,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,15508,"expt4"
"118","subj078","trial",18,"bullshitter",10,0.2,1,1,-1,FALSE,-0.1178209792,FALSE,1,9,68,72,2445.3054935551,3126,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11019,"expt4"
"119","subj078","trial",19,"bullshitDetector",10,0.2,3,7,-1,TRUE,-0.1178209792,FALSE,3,7,71,79,5681.9287941468,2133,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,12659,"expt4"
"120","subj078","trial",20,"bullshitter",10,0.2,1,2,-1,FALSE,0.1841689088,FALSE,2,8,73,87,2526.0667980104,3404,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,13024,"expt4"
"121","subj078","trial",21,"bullshitDetector",10,0.2,1,3,3,FALSE,-1,FALSE,7,3,80,90,6349.8989521547,3226,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,11235,"expt4"
"122","subj078","trial",22,"bullshitter",10,0.2,1,4,-1,FALSE,0.4735758848,FALSE,4,6,84,96,2159.3864106124,2807,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,10436,"expt4"
"123","subj078","trial",23,"bullshitDetector",10,0.2,2,6,-1,FALSE,0.4735758848,TRUE,5,-5,89,91,5906.1710159348,2297,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,9877,"expt4"
"124","subj078","trial",24,"bullshitter",10,0.2,2,2,-1,FALSE,0.1841689088,FALSE,2,8,91,99,2750.8489512226,3066,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,11087,"expt4"
"125","subj078","trial",25,"bullshitDetector",10,0.2,2,3,3,FALSE,-1,FALSE,7,3,98,102,7348.2612175658,2822,"How many red marbles did you actually draw?",-1,-1,-1,FALSE,12796,"expt4"
"126","subj078","trial",26,"bullshitter",10,0.2,0,3,-1,FALSE,0.3854955008,FALSE,3,7,101,109,2297.3468159061,8834,"How many red marbles did you actually draw?",0,0,3653,FALSE,20163,"expt4"
"127","subj078","trial",27,"bullshitDetector",10,0.2,1,5,-1,FALSE,0.3854955008,FALSE,5,5,106,114,6121.4434610414,1168,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,9129,"expt4"
"128","subj078","trial",28,"bullshitter",10,0.2,5,5,-1,FALSE,0.5,FALSE,5,5,111,119,2490.8708034976,2914,"How many red marbles did you actually draw?",-1,-1,-1,TRUE,10836,"expt4"
