role,p,mor,ks,n,val
Liar,0.2,3,2,50,2.1421922187828053
Liar,0.2,3,3,50,2.843515793967249
Liar,0.2,3,4,50,3.304564365223993
Liar,0.2,3,5,50,3.5085024206021904
Liar,0.2,3,6,50,3.5004789252423367
Liar,0.2,3,7,50,3.364384282929855
Liar,0.2,3,8,50,3.1816211677507376
Liar,0.2,3,9,50,3.0058399202601027
Liar,0.2,3,10,50,2.8614388737063385
Liar,0.2,4,0,50,0.22056173702445353
Liar,0.2,4,1,50,1.2112240161269565
Liar,0.2,4,2,50,2.116267166856341
Liar,0.2,4,3,50,2.868851073507165
Liar,0.2,4,4,50,3.3993948335684547
Liar,0.2,4,5,50,3.669548734012287
Liar,0.2,4,6,50,3.7009995981491146
Liar,0.2,4,7,50,3.5688728077624763
Liar,0.2,4,8,50,3.3629017829783057
Liar,0.2,4,9,50,3.151546587112159
Liar,0.2,4,10,50,2.9709204678266277
Liar,0.2,5,0,50,0.1742396184020752
Liar,0.2,5,1,50,1.1685606214140518
Liar,0.2,5,2,50,2.094211452692132
Liar,0.2,5,3,50,2.891422914839367
Liar,0.2,5,4,50,3.4888863829030616
Liar,0.2,5,5,50,3.831547896720025
Liar,0.2,5,6,50,3.9157014979655984
Liar,0.2,5,7,50,3.7999818966579437
Liar,0.2,5,8,50,3.5765903119652007
Liar,0.2,5,9,50,3.3285646930207573
Liar,0.2,5,10,50,3.106668399363554
Liar,0.2,6,0,50,0.13723226060959476
Liar,0.2,6,1,50,1.133847352095983
Liar,0.2,6,2,50,2.075758392230398
Liar,0.2,6,3,50,2.911074670371395
Liar,0.2,6,4,50,3.570969644505468
Liar,0.2,6,5,50,3.9895309286548857
Liar,0.2,6,6,50,4.138876548707999
Liar,0.2,6,7,50,4.054712714965672
Liar,0.2,6,8,50,3.823705614394826
Liar,0.2,6,9,50,3.540734927807202
Liar,0.2,6,10,50,3.2734697202541514
Liar,0.2,7,0,50,0.10782608081638889
Liar,0.2,7,1,50,1.1058557646756542
Liar,0.2,7,2,50,2.0605340635032303
Liar,0.2,7,3,50,2.92784379770005
Liar,0.2,7,4,50,3.6443155189393175
Liar,0.2,7,5,50,4.139007321392793
Liar,0.2,7,6,50,4.363827773740354
Liar,0.2,7,7,50,4.3278400267844646
Liar,0.2,7,8,50,4.103230700721773
Liar,0.2,7,9,50,3.790955582236244
Liar,0.2,7,10,50,3.476166479561767
Liar,0.2,8,0,50,0.08456009439292869
Liar,0.2,8,1,50,1.0834476436022291
Liar,0.2,8,2,50,2.048117893951674
Liar,0.2,8,3,50,2.94190955977109
Liar,0.2,8,4,50,3.708339044319914
Liar,0.2,8,5,50,4.276442059171775
Liar,0.2,8,6,50,4.583643772350128
Liar,0.2,8,7,50,4.612165231077503
Liar,0.2,8,8,50,4.411621591379392
Liar,0.2,8,9,50,4.080480080518089
Liar,0.2,8,10,50,3.719188207249233
Liar,0.2,9,0,50,0.06621474519318418
Liar,0.2,9,1,50,1.065613322587076
Liar,0.2,9,2,50,2.038087026437075
Liar,0.2,9,3,50,2.9535388492674666
Liar,0.2,9,4,50,3.7630940938372146
Liar,0.2,9,5,50,4.399517414238331
Liar,0.2,9,6,50,4.792026332500298
Liar,0.2,9,7,50,4.899186468284262
Liar,0.2,9,8,50,4.742628984807145
Liar,0.2,9,9,50,4.408186619102849
Liar,0.2,9,10,50,4.005896397662211
Liar,0.2,10,0,50,0.0517881319246047
Liar,0.2,10,1,50,1.0514848407851032
Liar,0.2,10,2,50,2.030044821551756
Liar,0.2,10,3,50,2.963039615200911
Liar,0.2,10,4,50,3.8091095476194377
Liar,0.2,10,5,50,4.507158622996313
Liar,0.2,10,6,50,4.983968229089058
Liar,0.2,10,7,50,5.180076604651165
Liar,0.2,10,8,50,5.087586858353279
Liar,0.2,10,9,50,4.769993666140067
Liar,0.2,10,10,50,4.337779194683339
Liar,0.2,11,0,50,0.04046711291916391
Liar,0.2,11,1,50,1.0403331799870632
Liar,0.2,11,2,50,2.023636377422847
Liar,0.2,11,3,50,2.970726031163347
Liar,0.2,11,4,50,3.8472146515622243
Liar,0.2,11,5,50,4.599371851804393
Liar,0.2,11,6,50,5.156138152775109
Liar,0.2,11,7,50,5.446741759259334
Liar,0.2,11,8,50,5.4362090756277786
Liar,0.2,11,9,50,5.158637437778365
Liar,0.2,11,10,50,4.713610761239959
Liar,0.2,12,0,50,0.03159786757037725
Liar,0.2,12,1,50,1.0315566207590903
Liar,0.2,12,2,50,2.0185546684247573
Liar,0.2,12,3,50,2.9768956100937785
Liar,0.2,12,4,50,3.8783860312637652
Liar,0.2,12,5,50,4.6769773747079135
Liar,0.2,12,6,50,5.306936518506574
Liar,0.2,12,7,50,5.692700317177721
Liar,0.2,12,8,50,5.777767631237815
Liar,0.2,12,9,50,5.563994851886836
Liar,0.2,12,10,50,5.1287735254524005
Liar,0.2,13,0,50,0.024658439766991436
Liar,0.2,13,1,50,1.0246650596172515
Liar,0.2,13,2,50,2.0145405996211236
Liar,0.2,13,3,50,2.981816333879553
Liar,0.2,13,4,50,3.9036314814499624
Liar,0.2,13,5,50,4.7413186790012904
Liar,0.2,13,6,50,5.436284312016282
Liar,0.2,13,7,50,5.913594317692084
Liar,0.2,13,8,50,6.102380234967647
Liar,0.2,13,9,50,5.974005034829661
Liar,0.2,13,10,50,5.57499143172711
Liar,0.2,14,0,50,0.019234445922507226
Liar,0.2,14,1,50,1.0192633371283137
Liar,0.2,14,2,50,2.011379555639202
Liar,0.2,14,3,50,2.9857211552722265
Liar,0.2,14,4,50,3.923912383161513
Liar,0.2,14,5,50,4.794003970576265
Liar,0.2,14,6,50,5.545258616939539
Liar,0.2,14,7,50,6.107280048361565
Liar,0.2,14,8,50,6.402090552584545
Liar,0.2,14,9,50,6.376046295296693
Liar,0.2,14,10,50,6.040687023034381
Liar,0.2,15,0,50,0.014998312631897767
Liar,0.2,15,1,50,1.0150353226033872
Liar,0.2,15,2,50,2.0088962560486534
Liar,0.2,15,3,50,2.988807366400597
Liar,0.2,15,4,50,3.9400991081046794
Liar,0.2,15,5,50,4.836707531622117
Liar,0.2,15,6,50,5.635688252812326
Liar,0.2,15,7,50,6.273572175606574
Liar,0.2,15,8,50,6.671507662478846
Liar,0.2,15,9,50,6.758451793937851
Liar,0.2,15,10,50,6.512027448632263
Liar,0.2,16,0,50,0.011691949866730273
Liar,0.2,16,1,50,1.0117296275494798
Liar,0.2,16,2,50,2.0069490816586946
Liar,0.2,16,3,50,2.991238832267974
Liar,0.2,16,4,50,3.9529510455369246
Liar,0.2,16,5,50,4.871035558718776
Liar,0.2,16,6,50,5.70979052321887
Liar,0.2,16,7,50,6.41378480658566
Liar,0.2,16,8,50,6.907933848101581
Liar,0.2,16,9,50,7.1117908731994985
Liar,0.2,16,10,50,6.974499697388581
Liar,0.2,17,0,50,0.009112536246468517
Liar,0.2,17,1,50,1.0091472756478663
Liar,0.2,17,2,50,2.005424554207822
Liar,0.2,17,3,50,2.993149660352382
Liar,0.2,17,4,50,3.9631130921920845
Liar,0.2,17,5,50,4.898447854736539
Liar,0.2,17,6,50,5.769889644598725
Liar,0.2,17,7,50,6.5302153900214615
Liar,0.2,17,8,50,7.111066377075831
Liar,0.2,17,9,50,7.429637207498733
Liar,0.2,17,10,50,7.414653966464693
Liar,0.2,18,0,50,0.007101002473433235
Liar,0.2,18,1,50,1.0071313425314246
Liar,0.2,18,2,50,2.004232323486381
Liar,0.2,18,3,50,2.9946483749008035
Liar,0.2,18,4,50,3.9711219804481024
Liar,0.2,18,5,50,4.920221648715312
Liar,0.2,18,6,50,5.8182249463900595
Liar,0.2,18,7,50,6.6256772420953824
Liar,0.2,18,8,50,7.282445858632115
Liar,0.2,18,9,50,7.708734848415128
Liar,0.2,18,10,50,7.821585904426572
Liar,0.2,19,0,50,0.005532787290365895
Liar,0.2,19,1,50,1.0055584143567202
Liar,0.2,19,2,50,2.0033008079007244
Liar,0.2,19,3,50,2.995822041110062
Liar,0.2,19,4,50,3.977417659226893
Liar,0.2,19,5,50,4.937443849354294
Liar,0.2,19,6,50,5.856837684949849
Liar,0.2,19,7,50,6.703134825631243
Liar,0.2,19,8,50,7.4248294000802275
Liar,0.2,19,9,50,7.9486587404240545
Liar,0.2,19,10,50,8.187833523536902
Liar,0.2,20,0,50,0.00431046938052263
Liar,0.2,20,1,50,1.0043316424623296
Liar,0.2,20,2,50,2.0025735120657613
Liar,0.2,20,3,50,2.996740044378761
Liar,0.2,20,4,50,3.982356575455613
Liar,0.2,20,5,50,4.951020473383747
Liar,0.2,20,6,50,5.887517620258838
Liar,0.2,20,7,50,6.765453736114845
Liar,0.2,20,8,50,7.5416192513794815
Liar,0.2,20,9,50,8.15117121726041
Liar,0.2,20,10,50,8.509581744068468
Liar,0.2,21,0,50,0.0033579256931214143
Liar,0.2,21,1,50,1.0033751533524782
Liar,0.2,21,2,50,2.0020059793224494
Liar,0.2,21,3,50,2.9974573964218605
Liar,0.2,21,4,50,3.986224956890544
Liar,0.2,21,5,50,4.961695043007025
Liar,0.2,21,6,50,5.911790210879078
Liar,0.2,21,7,50,6.815251978585783
Liar,0.2,21,8,50,7.63641485184285
Liar,0.2,21,9,50,8.319484912740814
Liar,0.2,21,10,50,8.786281955386372
Liar,0.2,22,0,50,0.0026157187605299306
Liar,0.2,22,1,50,1.002629583934644
Liar,0.2,22,2,50,2.001563306810952
Liar,0.2,22,3,50,2.998017539340463
Liar,0.2,22,4,50,3.9892510705659014
Liar,0.2,22,5,50,4.970070505424263
Liar,0.2,22,6,50,5.930928535612854
Liar,0.2,22,7,50,6.854828704913238
Liar,0.2,22,8,50,7.712704311833637
Liar,0.2,22,9,50,8.45758771616899
Liar,0.2,22,10,50,9.019916921663393
Liar,0.2,23,0,50,0.002037465791490776
Liar,0.2,23,1,50,1.00204853617239
Liar,0.2,23,2,50,2.0012181413021897
Liar,0.2,23,3,50,2.998454672969058
Liar,0.2,23,4,50,3.991615995646663
Liar,0.2,23,5,50,4.976631365452536
Liar,0.2,23,6,50,5.945978281079513
Liar,0.2,23,7,50,6.886145872243436
Liar,0.2,23,8,50,7.773679806508847
Liar,0.2,23,9,50,8.569711571840141
Liar,0.2,23,10,50,9.214153627923775
Liar,0.2,24,0,50,0.001586987432641878
Liar,0.2,24,1,50,1.0015957742716926
Liar,0.2,24,2,50,2.000949075957931
Liar,0.2,24,3,50,2.9987956566407346
Liar,0.2,24,4,50,3.9934627889860512
Liar,0.2,24,5,50,4.981764223657735
Liar,0.2,24,6,50,5.957788010198581
Liar,0.2,24,7,50,6.910842302659425
Liar,0.2,24,8,50,7.822148154803956
Liar,0.2,24,9,50,8.659965335416116
Liar,0.2,24,10,50,9.373564634015391
Liar,0.2,25,0,50,0.001236072926759832
Liar,0.2,25,1,50,1.001243016398195
Liar,0.2,25,2,50,2.0007393757284353
Liar,0.2,25,3,50,2.999061545443877
Liar,0.2,25,4,50,3.994904109356071
Liar,0.2,25,5,50,4.985775888905496
Liar,0.2,25,6,50,5.967039953681912
Liar,0.2,25,7,50,6.930265010076232
Liar,0.2,25,8,50,7.860506683081495
Liar,0.2,25,9,50,8.732114130263149
Liar,0.2,25,10,50,9.503013644792253
Liar,0.5,-10,0,50,2.390988516527027
Liar,0.5,-10,1,50,2.5556597387339313
Liar,0.5,-10,2,50,2.5794876487582563
Liar,0.5,-10,3,50,2.548025729516982
Liar,0.5,-10,4,50,2.5065222998255736
Liar,0.5,-10,5,50,2.4735082213545563
Liar,0.5,-10,6,50,2.453669845563006
Liar,0.5,-10,7,50,2.4458174263363497
Liar,0.5,-10,8,50,2.4469268595335527
Liar,0.5,-10,9,50,2.453903570384092
Liar,0.5,-10,10,50,2.464211116609336
Liar,0.5,-9,0,50,2.199565144476274
Liar,0.5,-9,1,50,2.472756614572971
Liar,0.5,-9,2,50,2.559764371309818
Liar,0.5,-9,3,50,2.5575969044323195
Liar,0.5,-9,4,50,2.5259030073434783
Liar,0.5,-9,5,50,2.4934364549782284
Liar,0.5,-9,6,50,2.4706048644281244
Liar,0.5,-9,7,50,2.4589624875397305
Liar,0.5,-9,8,50,2.4566108827487447
Liar,0.5,-9,9,50,2.4608021528692734
Liar,0.5,-9,10,50,2.4690123803495028
Liar,0.5,-8,0,50,1.9945285628853213
Liar,0.5,-8,1,50,2.3784339895372426
Liar,0.5,-8,2,50,2.536325485912992
Liar,0.5,-8,3,50,2.569307854067473
Liar,0.5,-8,4,50,2.550062827098748
Liar,0.5,-8,5,50,2.5185684426521457
Liar,0.5,-8,6,50,2.492114130671456
Liar,0.5,-8,7,50,2.4757302182195846
Liar,0.5,-8,8,50,2.4689959971200244
Liar,0.5,-8,9,50,2.469638815720063
Liar,0.5,-8,10,50,2.4751683610248856
Liar,0.5,-7,0,50,1.7813176125032621
Liar,0.5,-7,1,50,2.2736915276694702
Liar,0.5,-7,2,50,2.5089608484161734
Liar,0.5,-7,3,50,2.583465736707861
Liar,0.5,-7,4,50,2.579947307541907
Liar,0.5,-7,5,50,2.550108938214081
Liar,0.5,-7,6,50,2.5193511229376044
Liar,0.5,-7,7,50,2.497079687433243
Liar,0.5,-7,8,50,2.484817878902517
Liar,0.5,-7,9,50,2.4809503552333254
Liar,0.5,-7,10,50,2.4830580545030285
Liar,0.5,-6,0,50,1.5663244737044089
Liar,0.5,-6,1,50,2.16046635824283
Liar,0.5,-6,2,50,2.477666922289754
Liar,0.5,-6,3,50,2.6003351854939933
Liar,0.5,-6,4,50,2.616559902008636
Liar,0.5,-6,5,50,2.5894508823395017
Liar,0.5,-6,6,50,2.5537100134238964
Liar,0.5,-6,7,50,2.524199266958442
Liar,0.5,-6,8,50,2.5050013275849503
Liar,0.5,-6,9,50,2.49541732498278
Liar,0.5,-6,10,50,2.4931643936724353
Liar,0.5,-5,0,50,1.3561564448799486
Liar,0.5,-5,1,50,2.041576818611907
Liar,0.5,-5,2,50,2.4427148158652803
Liar,0.5,-5,3,50,2.6200913642412935
Liar,0.5,-5,4,50,2.660891702212102
Liar,0.5,-5,5,50,2.6381515254556533
Liar,0.5,-5,6,50,2.5968454511532104
Liar,0.5,-5,7,50,2.5585461604708652
Liar,0.5,-5,8,50,2.5307017784128614
Liar,0.5,-5,9,50,2.5138993939373315
Liar,0.5,-5,10,50,2.5061014093740352
Liar,0.5,-4,0,50,1.156844422953087
Liar,0.5,-4,1,50,1.9204882956600582
Liar,0.5,-4,2,50,2.404691827982346
Liar,0.5,-4,3,50,2.6427656621711417
Liar,0.5,-4,4,50,2.713813264318929
Liar,0.5,-4,5,50,2.6978718054758963
Liar,0.5,-4,6,50,2.65067409279416
Liar,0.5,-4,7,50,2.6018829884920334
Liar,0.5,-4,8,50,2.5633513911269583
Liar,0.5,-4,9,50,2.5374773874756538
Liar,0.5,-4,10,50,2.52264762455709
Liar,0.5,-3,0,50,0.9731922878194814
Liar,0.5,-3,1,50,1.8009299659427616
Liar,0.5,-3,2,50,2.364495367029078
Liar,0.5,-3,3,50,2.6681937044823183
Liar,0.5,-3,4,50,2.7759283942737865
Liar,0.5,-3,5,50,2.770264827850118
Liar,0.5,-3,6,50,2.71734413422013
Liar,0.5,-3,7,50,2.6563038021741394
Liar,0.5,-3,8,50,2.6047070628847813
Liar,0.5,-3,9,50,2.5675019334236695
Liar,0.5,-3,10,50,2.543786545234184
Liar,0.5,-2,0,50,0.8084050220201934
Liar,0.5,-2,1,50,1.6864466999680865
Liar,0.5,-2,2,50,2.323266811161624
Liar,0.5,-2,3,50,2.6959802845016823
Liar,0.5,-2,4,50,2.8474018701043424
Liar,0.5,-2,5,50,2.856802080702062
Liar,0.5,-2,6,50,2.7991551087527196
Liar,0.5,-2,7,50,2.7242375293730547
Liar,0.5,-2,8,50,2.6568951207553337
Liar,0.5,-2,9,50,2.6056475434097743
Liar,0.5,-2,10,50,2.5707548267341207
Liar,0.5,-1,0,50,0.6640315709746208
Liar,0.5,-1,1,50,1.579996504241683
Liar,0.5,-1,2,50,2.282270463522138
Liar,0.5,-1,3,50,2.72549719400739
Liar,0.5,-1,4,50,2.9277899357997605
Liar,0.5,-1,5,50,2.958535863896667
Liar,0.5,-1,6,50,2.898408294837958
Liar,0.5,-1,7,50,2.808411584894314
Liar,0.5,-1,8,50,2.722443598362811
Liar,0.5,-1,9,50,2.6539690764585537
Liar,0.5,-1,10,50,2.6050980443033627
Liar,0.5,0,0,50,0.540164006753463
Liar,0.5,0,1,50,1.4836854222932268
Liar,0.5,0,2,50,2.2427425744509732
Liar,0.5,0,3,50,2.7559247144018406
Liar,0.5,0,4,50,3.0159188094451412
Liar,0.5,0,5,50,3.075815662560464
Liar,0.5,0,6,50,3.017171453231124
Liar,0.5,0,7,50,2.9117532376458306
Liar,0.5,0,8,50,2.8042877445247267
Liar,0.5,0,9,50,2.7149545188555595
Liar,0.5,0,10,50,2.6487327571173354
Liar,0.5,1,0,50,0.43578468831147027
Liar,0.5,1,1,50,1.3986796246456528
Liar,0.5,1,2,50,2.205747321849608
Liar,0.5,1,3,50,2.7863353851229284
Liar,0.5,1,4,50,3.109862781917777
Liar,0.5,1,5,50,3.2080037088727833
Liar,0.5,1,6,50,3.1569545124390452
Liar,0.5,1,7,50,3.03720366490013
Liar,0.5,1,8,50,2.90572803544773
Liar,0.5,1,9,50,2.791563529976002
Liar,0.5,1,10,50,2.7040114121876573
Liar,0.5,2,0,50,0.3491527706678169
Liar,0.5,2,1,50,1.3252768709867506
Liar,0.5,2,2,50,2.1720738082589346
Liar,0.5,2,3,50,2.815803782684122
Liar,0.5,2,4,50,3.207059621533266
Liar,0.5,2,5,50,3.3532628316745283
Liar,0.5,2,6,50,3.318318657409172
Liar,0.5,2,7,50,3.1874234831862687
Liar,0.5,2,8,50,3.030313677010084
Liar,0.5,2,9,50,2.887235066173928
Liar,0.5,2,10,50,2.773783202103833
Liar,0.5,3,0,50,0.27815216856465663
Liar,0.5,3,1,50,1.2630821742272735
Liar,0.5,3,2,50,2.1421922187828053
Liar,0.5,3,3,50,2.843515793967249
Liar,0.5,3,4,50,3.304564365223993
Liar,0.5,3,5,50,3.5085024206021904
Liar,0.5,3,6,50,3.5004789252423367
Liar,0.5,3,7,50,3.364384282929855
Liar,0.5,3,8,50,3.1816211677507376
Liar,0.5,3,9,50,3.0058399202601027
Liar,0.5,3,10,50,2.8614388737063385
Liar,0.5,4,0,50,0.22056173702445353
Liar,0.5,4,1,50,1.2112240161269565
Liar,0.5,4,2,50,2.116267166856341
Liar,0.5,4,3,50,2.868851073507165
Liar,0.5,4,4,50,3.3993948335684547
Liar,0.5,4,5,50,3.669548734012287
Liar,0.5,4,6,50,3.7009995981491146
Liar,0.5,4,7,50,3.5688728077624763
Liar,0.5,4,8,50,3.3629017829783057
Liar,0.5,4,9,50,3.151546587112159
Liar,0.5,4,10,50,2.9709204678266277
Liar,0.5,5,0,50,0.1742396184020752
Liar,0.5,5,1,50,1.1685606214140518
Liar,0.5,5,2,50,2.094211452692132
Liar,0.5,5,3,50,2.891422914839367
Liar,0.5,5,4,50,3.4888863829030616
Liar,0.5,5,5,50,3.831547896720025
Liar,0.5,5,6,50,3.9157014979655984
Liar,0.5,5,7,50,3.7999818966579437
Liar,0.5,5,8,50,3.5765903119652007
Liar,0.5,5,9,50,3.3285646930207573
Liar,0.5,5,10,50,3.106668399363554
Liar,0.5,6,0,50,0.13723226060959476
Liar,0.5,6,1,50,1.133847352095983
Liar,0.5,6,2,50,2.075758392230398
Liar,0.5,6,3,50,2.911074670371395
Liar,0.5,6,4,50,3.570969644505468
Liar,0.5,6,5,50,3.9895309286548857
Liar,0.5,6,6,50,4.138876548707999
Liar,0.5,6,7,50,4.054712714965672
Liar,0.5,6,8,50,3.823705614394826
Liar,0.5,6,9,50,3.540734927807202
Liar,0.5,6,10,50,3.2734697202541514
Liar,0.5,7,0,50,0.10782608081638889
Liar,0.5,7,1,50,1.1058557646756542
Liar,0.5,7,2,50,2.0605340635032303
Liar,0.5,7,3,50,2.92784379770005
Liar,0.5,7,4,50,3.6443155189393175
Liar,0.5,7,5,50,4.139007321392793
Liar,0.5,7,6,50,4.363827773740354
Liar,0.5,7,7,50,4.3278400267844646
Liar,0.5,7,8,50,4.103230700721773
Liar,0.5,7,9,50,3.790955582236244
Liar,0.5,7,10,50,3.476166479561767
Liar,0.5,8,0,50,0.08456009439292869
Liar,0.5,8,1,50,1.0834476436022291
Liar,0.5,8,2,50,2.048117893951674
Liar,0.5,8,3,50,2.94190955977109
Liar,0.5,8,4,50,3.708339044319914
Liar,0.5,8,5,50,4.276442059171775
Liar,0.5,8,6,50,4.583643772350128
Liar,0.5,8,7,50,4.612165231077503
Liar,0.5,8,8,50,4.411621591379392
Liar,0.5,8,9,50,4.080480080518089
Liar,0.5,8,10,50,3.719188207249233
Liar,0.5,9,0,50,0.06621474519318418
Liar,0.5,9,1,50,1.065613322587076
Liar,0.5,9,2,50,2.038087026437075
Liar,0.5,9,3,50,2.9535388492674666
Liar,0.5,9,4,50,3.7630940938372146
Liar,0.5,9,5,50,4.399517414238331
